Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Fax;Email;web;Q Calidad
Restaurante;2;TEJADILLA;CTRA. CORUÑA, KM 84;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921198490;;;;;;
Restaurante;1;LA POSADA DE JAVIER;Carretera SORIA-PLASENCIA, S/N;40160;Segovia;Torrecaballeros;TORRECABALLEROS;TORRECABALLEROS;921401136;;;;;;
Restaurante / Bar;1;EL SOPORTAL;PZA. MAYOR, 2;40172;Segovia;Pedraza;PEDRAZA;;921509826;921509872;;;;;
Restaurante / Bar;1;EL PINAR;C/ CAMINO DE LA PIEDAD, Nº 3;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921110461;637906906;;;;;
Restaurante / Bar;1;MATIMORE II;PZA. MAYOR, Nº17;40500;Segovia;Riaza;RIAZA;RIAZA;921550076;921550685;;;;;
Restaurante / Bar;1;EL CHORRO;PARQUE RECREATIVO;40161;Segovia;Navafría;NAVAFRIA;*DISEMINADO*;635993601;635993601;;;;;
Restaurante / Bar;1;EL CHAPARRAL;CTRA. SAN RAFAEL, 9;40195;Segovia;Segovia;REVENGA;REVENGA;921479110;;;;;;
Restaurante;1;EL FIGON DE ISMAEL;Calle  LOPE TABLADA DE DIEGO, 2;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540055;;;;;;
Restaurante;1;ZUTE EL MENOR;Calle SUBIDA A LA PICOTA, 26;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540265;;;;;;
Restaurante / Bar;2;LOS TRES HERMANOS;Plaza PLAZA, 8;40165;Segovia;Prádena;PRADENA;PRADENA;921507002;;;;;;
Restaurante / Bar;1;MUÑOZ D' RICHARD;C/ OCHOA ONDATEGUI, 21;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921424941;658902978;;921424941;;;
Restaurante / Bar;2;MONT-BLANC;ESTACIÓN DE ESQUÍ LA PINILLA;40592;Segovia;Cerezo de Arriba;CEREZO DE ARRIBA;*DISEMINADO*;921557126;695461338;;;LPMONTBLANC@GMAIL.COM;;
Restaurante;1;EL TIMOTES;MARINO GALLEGO, 5;40470;Segovia;Navas de Oro;NAVAS DE ORO;;921591131;;;;;;
Restaurante;1;EL JARDIN DE PEDRAZA;CALZADA, 6;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509862;;;;;;
Restaurante / Bar;2;AVANTO;CTRA. SEGOVIA-ARÉVALO KM. 25,800;40440;Segovia;Santa María la Real de Nieva;SANTA MARIA LA REAL DE NIEVA;SANTA MARIA LA REAL DE NIEVA;921594223;;;;;;
Restaurante / Bar;1;ZAZA KEBAP;AVDA. DEL ACUEDUCTO, Nº 5;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921448196;722290992;;;;;
Restaurante;1;EL MOLINO;Carretera  YANGÜAS-PEÑAFIEL, KM. 13;40250;Segovia;Mozoncillo;MOZONCILLO;MOZONCILLO;921577287;;;;;;
Restaurante / Bar;2;HORNO DE ASAR MANRIQUE;CTRA. SORIA-PLASENCIA, KM. 173;40170;Segovia;Sotosalbos;SOTOSALBOS;*DISEMINADO*;921403066;;;;;www.manriquesotosalbos.es;
Restaurante;1;AERODROMO DE FUENTEMILANOS;AERODROMO DE FUENTEMILANOS;40153;Segovia;Segovia;FUENTEMILANOS;FUENTEMILANOS;921485172;;;;;;
Restaurante;1;HORNO DE ASAR MARIBEL;PLAZA MAYOR, 3;40237;Segovia;Sacramenia;SACRAMENIA;SACRAMENIA;921527058;;;;;;
Restaurante / Bar;1;RODA;CTRA. VALLADOLID, 3;40290;Segovia;Roda de Eresma;RODA DE ERESMA;RODA DE ERESMA;921493101;;;;;;
Restaurante;1;LA ALMUZARA;Calle MARQUES DEL ARCO, 3;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921460622;;;;;;
Restaurante;2;LA PORTICADA;C/ JOSE MARTINEZ DE VELASCO, 1 (LOCAL);40500;Segovia;Riaza;RIAZA;RIAZA;921550320;921551080;;;;;
Restaurante / Bar;2;JOSE MARIA;C/ CRONISTA LECEA, 11;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921466017;921460272;;921466129;reservas@rtejosemaria.com;;Si
Restaurante / Bar;2;LA FLORESTA;C/ SAN AGUSTIN, 27;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921463314;921463315;;;;;
Restaurante;1;LA VIOLETA;Calle SANCHO GARCIA, 19;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540244;;;;;;
Restaurante / Bar;1;CASA PACO;PLAZA DE SAN LORENZO, Nº 5;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921431435;;;;;;
Restaurante / Bar;1;MESON J.B.;Calle LAS ERAS, 14;40590;Segovia;Casla;CASLA;CASLA;921508168;;;;;;
Restaurante / Bar;2;ALONSO;CTRA. N. 1, KM. 116,400;40560;Segovia;Boceguillas;BOCEGUILLAS;*DISEMINADO*;921543171;;;;;;
Restaurante / Bar;1;LA ALHAMBRA;AVDA. JUAN CARLOS I, 16;40005;Segovia;Segovia;SEGOVIA;SEGOVIA;921426793;676683793;;;;;
Restaurante / Bar;1;EL YANTAR DE PEDRAZA;PZA. MAYOR, 1;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509842;;;;;;
Restaurante / Bar;1;CASTILLA;PZA. LOS DOLORES, 8;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;SAN ILDEFONSO O LA GRANJA;921471256;;;;bar.castilla.lagranja@gmail.com;;
Restaurante;1;EL APERITIVO;JOSE ANTONIO, 7;40400;Segovia;Espinar (El);ESPINAR (EL);ESPINAR (EL);921181764;;;;;;
Restaurante / Bar;1;RYA;CTRA. MADRID-IRUN, KM. 117;40560;Segovia;Boceguillas;BOCEGUILLAS;BOCEGUILLAS;921543048;;;;;;
Restaurante / Bar;1;AVENIDA;CONDE VALLELLANO, Nº 19;40520;Segovia;Ayllón;AYLLON;AYLLON;696440935;;;;;;
Restaurante / Bar;1;LA PRADERA;Carretera . MADRID, S/N;40109;Segovia;Real Sitio de San Ildefonso;PRADERA DE NAVALHORNO (LA);PRADERA DE NAVALHORNO (LA);921470499;;;;;;
Restaurante / Bar;1;EL MIRADOR;CTRA. VALLADOLID, 3;40196;Segovia;Lastrilla (La);LASTRILLA (LA);LASTRILLA (LA);921439521;600223920;;;;;
Restaurante / Bar;1;SAN MARCOS;SAN MARCOS, 28;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921433649;;;;;;
Restaurante / Bar;2;LA CODORNIZ;ANICETO MARINAS, 1;40001;Segovia;Segovia;SEGOVIA;;921463904;;;921463897;;;
Restaurante / Bar;1;LA VENTA VIEJA;CTRA. N-603, KM, 80;40421;Segovia;Ortigosa del Monte;ORTIGOSA DEL MONTE;ORTIGOSA DEL MONTE;921489164;;;;;;
Restaurante / Bar;1;MESON PLAZA MAYOR;PZA. JOSE ANTONIO, 12;40470;Segovia;Navas de Oro;NAVAS DE ORO;NAVAS DE ORO;921591035;;;;;;
Restaurante / Bar;1;CHAFA;FELIPE II, 22;40004;Segovia;Segovia;SEGOVIA;SEGOVIA;921421940;;;;;;
Restaurante;1;NUEVA GRAN MURALLA;EZEQUIEL GONZALEZ, 36;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921119205;;;;;;
Restaurante / Bar;1;LA ALCALDESA;Calle ORIENTE, S/N-;40196;Segovia;Segovia;ZAMARRAMALA;ZAMARRAMALA;921432619;;;;;;
Restaurante;1;MOLINO LA CAÑADA;CTRA. SORIA-PLASENCIA, KM. 172;40170;Segovia;Collado Hermoso;COLLADO HERMOSO;COLLADO HERMOSO;921403063;647610603;;;molinorioviejo@telefonica.net;www.molinorioviejo-jimdo.com;
Restaurante / Bar;1;MESON DE PATRICIA;SAN AGUSTIN, 1;40001;Segovia;Segovia;SEGOVIA;;921461885;;;;;;
Restaurante / Bar;2;EL RANCHO DE LA ALDEHUELA;CTRA. SORIA, S/N;40160;Segovia;Torrecaballeros;TORRECABALLEROS;TORRECABALLEROS;921401060;921401086;;921401060;;;
Restaurante / Bar;1;LA PARRILLA DE TEJADILLA;CTRA. N-605, KM. 4,200-ZAMARRAMALA;40196;Segovia;Segovia;ZAMARRAMALA;ZAMARRAMALA;921434323;921442149;;;;;
Restaurante;1;HONG KONG;AVDA. DEL ACUEDUCTO,Nº  28;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921461593;;;;;;
Restaurante / Bar;1;CEBREROS;C/ GIL BALBUENA, 5;40400;Segovia;Espinar (El);ESPINAR (EL);ESPINAR (EL);921182141;;;;;;
Restaurante;1;MESON REY DON PEDRO;Camino  DEL CASERIO, 7;40160;Segovia;Torrecaballeros;TORRECABALLEROS;TORRECABALLEROS;921401146;;;;;;
Restaurante / Bar;1;LAS ERAS;LAS ERAS, S/N;40194;Segovia;Palazuelos de Eresma;PALAZUELOS DE ERESMA;PALAZUELOS DE ERESMA;629668935;921424753;;;;;
Restaurante / Bar;2;EL HIDALGO;JOSE CANALEJAS, 5;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921463529;;;921463531;;;
Restaurante;1;CASA FELIPE;Carretera  MADRID-SEGOVIA, KM.  87.9;40195;Segovia;Segovia;REVENGA;REVENGA;921479077;;;;;;
Restaurante / Bar;1;LAS CUBAS;LAS DAMAS, 8;40516;Segovia;Fresno de Cantespino;FRESNO DE CANTESPINO;;921555009;921555032;;;;;
Restaurante / Bar;1;MALLORCA;Carretera de VALLADOLID 64;40297;Segovia;Sanchonuño;SANCHONUÑO;SANCHONUÑO;657852087;;;;tonysanxo@hotmail.com;;
Restaurante / Bar;1;REAL;C/ SEGOVIA Nº 34;40440;Segovia;Santa María la Real de Nieva;SANTA MARIA LA REAL DE NIEVA;SANTA MARIA LA REAL DE NIEVA;921595585;6334940989;;;;;
Restaurante / Bar;2;LA MURALLA;Carretera  NAVA ASUNCION, S/N;40480;Segovia;Coca;COCA;COCA;921586403;921586520;;;;;
Restaurante;2;HOSTERIA DE PEDRAZA;MATADERO, 1;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509835;921559927;;921509836;;;
Restaurante / Bar;1;EL ABUELO;Carretera  MADRID-CORUÑA, KM. 83,7;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921107488;;;;;;
Restaurante / Bar;1;MARCIAL;CTRA. N-110, KM. 227;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921198570;;;;;;
Restaurante / Bar;1;LAZARO;INFANTA ISABEL, 3;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921460316;;;;;;
Restaurante;2;LA COCINA DE SEGOVIA;Paseo EZEQUIEL GONZALEZ, 26 26;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921437462;;;921428161;;;
Restaurante / Bar;1;ESTEVEZ;VIA ROMA, 14;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921434658;;;;;;
Restaurante / Bar;2;LOS MELLIZOS;TRAVES. SEGOVIA, 5;40270;Segovia;Carbonero el Mayor;CARBONERO EL MAYOR;;921560110;;;;;;
Restaurante / Bar;1;MESON DON SANCHO;Calle DOCTOR SANCHO, 9;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921420646;;;;;;
Restaurante / Bar;2;LA CERCA;PUERTO, S/N;40164;Segovia;Arcones;ARCONES;ARCONES;921504083;;;;;;
Restaurante / Bar;2;EL PORTICO REAL;DEPOSITOS DEL AGUA, S/N;40004;Segovia;Segovia;SEGOVIA;SEGOVIA;921440836;921440837;;921444668;;;
Restaurante / Bar;1;CUEVA DE SAN ESTEBAN;Calle VICTORIA, 9;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921460982;;;;;;
Restaurante / Bar;2;ASADOR MARIBEL;AVDA. PADRE CLARET, 16;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921441141;640058267;;;asadormaribelsegovia@gmail.com;www.restaurantemaribel.es;
Restaurante;1;EL TEO;Carretera  SEPULVEDA-PEÑAFIEL,  90;40317;Segovia;Urueñas;URUEÑAS;URUEÑAS;921534038;;;;;;
Restaurante;1;EL CORRAL DE JOAQUINA;ISCAR, 3;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509818;;;;;;
Restaurante;2;EL ESPINO;PZA. ALTOZANO, 4;40400;Segovia;Espinar (El);ESPINAR (EL);ESPINAR (EL);921182360;609109385;;;elespino@elespino.es;www.elespino.es;
Restaurante / Bar;1;LA MATITA;CTRA. SORIA-PLASENCIA, S/N;40170;Segovia;Collado Hermoso;COLLADO HERMOSO;COLLADO HERMOSO;921403077;;;921437238;lamatita@restaurantelamatita.com;;
Restaurante / Bar;1;HORNO DE ASAR JESUS;Carretera  N-603, KM, 75;40422;Segovia;Otero de Herreros;OTERO DE HERREROS;OTERO DE HERREROS;921483040;;;;;;
Restaurante / Bar;2;LA BECEA;Carretera N-603, KM. 79,5;40421;Segovia;Ortigosa del Monte;ORTIGOSA DEL MONTE;ORTIGOSA DEL MONTE;921489049;921489048;;;;;
Restaurante / Bar;1;CARMEN;C/ ALFONSO VI, Nº 31;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540517;636909468;;;;;
Restaurante / Bar;1;EL RINCON DE REBERTE;Calle REAL, 5;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921508705;;;921509926;;;
Restaurante / Bar;2;MESON MAYOR;PLAZA MAYOR,  3;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921460915;921460916;;;;;
Restaurante / Bar;1;LA ZAMORANA;CTRA. C-L-601, KM. 62;40240;Segovia;Gomezserracín;GOMEZSERRACIN;;921160592;;;;;;
Restaurante;1;CALIFORNIA;Plaza DOCTOR GILA, 9;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921435725;;;;;;
Restaurante;1;HORNO DE DON JUAN;Calle MORAL, 10;40192;Segovia;Adrada de Pirón;ADRADA DE PIRON;ADRADA DE PIRON;921404001;916132149;;;;;
Restaurante / Bar;2;EL ALBERO;Carretera N. VI   MADRID -LA CORUÑA, KM.88;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921197111;615614874;663918014;921198237;direccion@transtercar.com;;
Restaurante / Bar;1;EL PORTON DE JAVIER;Camino  DE VILLACASTIN, 28;40142;Segovia;Marugán;MARUGAN;MARUGAN;921196141;;;;restaurante_el_porton@hotmail.com;;
Restaurante / Bar;1;LA FRAGATA;C/ CABRITERIA, 6;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921463592;;;;;;
Restaurante / Bar;2;LA OLMA;PLAZA DEL ALAMO, 1;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509981;;;921509935;;;
Restaurante / Bar;1;MESON CONRADO;REAL DE NORTE-CRUCE DE LA VENTA,S/N;40359;Segovia;Torrecilla del Pinar;TORRECILLA DEL PINAR;TORRECILLA DEL PINAR;921154120;921154056;;;;;
Restaurante;2;EL PORCHE DE LAS CASILLAS;ERAS, 8;40170;Segovia;Sotosalbos;SOTOSALBOS;SOTOSALBOS;921403239;692435383;;;Pazypanrestaurante@gmail.com;;
Restaurante / Bar;2;LA POSADA DE DON MARIANO;MAYOR, 14;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921509886;921509887;;;;;
Restaurante / Bar;2;EL SEXMO;CTRA. C.L. 601, KM. 87,100;40291;Segovia;Tabanera la Luenga;TABANERA LA LUENGA;TABANERA LA LUENGA;921562062;921562063;;;;;
Restaurante / Bar;1;LAS PALOMAS;CTRA. ROBLEDO, 7;40109;Segovia;Real Sitio de San Ildefonso;VALSAIN;;921471595;921472132;;;;;
Restaurante / Bar;2;LA CONCEPCION;PLAZA MAYOR,  15;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921460930;;;921460931;laconcepcion@restaurantelaconcepcion.com;;
Restaurante / Bar;1;ATENAS;PASEO EZEQUIEL GONZALEZ, 10;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921444654;605844233;;9214446554;;;
Restaurante / Bar;1;MESON LAS ERAS;URBAN. VIRGEN DE LA ESTRELLA, 1;40590;Segovia;Casla;CASLA;CASLA;921508059;;;;;;
Restaurante;2;LA TEJERA DE FAUSTO;CTRA. DE LA SALCEDA A SEPULVEDA, KM. 7.;40173;Segovia;Santiuste de Pedraza;REQUIJADA;REQUIJADA;921127087;915641519;;;;;
Restaurante / Bar;2;SAN BASILIO;C/ SAN ANDRES, Nº 40;40200;Segovia;Cuéllar;CUELLAR;CUELLAR;921142295;;;;;;
Restaurante / Bar;2;LA ERMITA;CRUCE CTRA.TORRECABALLEROS-LA GRANJ;40194;Segovia;Trescasas;TRESCASAS;;921444749;;;;;;
Restaurante / Bar;2;SELF-SERVICE;AREA DE SERVICIO A-6, KM. 80;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921198221;;;921198169;;;
Restaurante / Bar;1;LA JUVENIL;MARIA DEL SALTO, 13;40004;Segovia;Segovia;SEGOVIA;SEGOVIA;921420034;;;;;;
Restaurante / Bar;1;VENTA HONTORIA;CTRA. VILLACASTIN, 2;40195;Segovia;Segovia;HONTORIA;HONTORIA;921440444;921443433;;;;;
Restaurante;2;ASADOR LA CASONA;Plaza DE LA IGLESIA, 5;40500;Segovia;Riaza;RIAZA;RIAZA;921551082;921551120;;;;;
Restaurante;1;CHINA TAWN;CONDE DE SEPULVEDA, PASEO, 35;40006;Segovia;Segovia;SEGOVIA;SEGOVIA;921437955;;;;;;
Restaurante / Bar;2;TA-BERNA;Carretera  SORIA-PLASENCIA, KM. 170,200;40170;Segovia;Collado Hermoso;COLLADO HERMOSO;COLLADO HERMOSO;921403061;;;;;;
Restaurante;2;GRANJA ESCUELA PUERTA DEL CAMPO;CTRA. RIOFRIO, KM. 15;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;;921471861;921471862;;;;;
Restaurante;2;ASADOR DAVID;Calle LA FUENTE, 3-5;40318;Segovia;Condado de Castilnovo;VILLAFRANCA;VILLAFRANCA;921531111;;;;;;
Restaurante / Bar;1;SEÑORIO DE SEPULVEDA;Calle  SANCHO GARCIA,  5;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540056;;;;;;
Restaurante / Bar;2;LA SERRANA;Calle GENERAL MOSCARDO, 3;40320;Segovia;Cantalejo;CANTALEJO;*DISEMINADO*;921520014;;;;;;
Restaurante / Bar;1;LA POSADA;CTRA.N.601 KM.116,300;40464;Segovia;Codorniz;MONTUENGA;MONTUENGA;628174889;;;;jalopsy@gmail.com;;
Restaurante / Bar;2;REINA,14;REINA,14;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;SAN ILDEFONSO O LA GRANJA;921470548;921470512;;;;;
Restaurante / Bar;1;MESON DE CAMILO;Carretera  SAN ILDEFONSO;40160;Segovia;Torrecaballeros;TORRECABALLEROS;TORRECABALLEROS;921401278;;;;;;
Restaurante / Cafetería;2;EL CALONGE;EL CALONGE;40352;Segovia;Lastras de Cuéllar;LASTRAS DE CUELLAR;LASTRAS DE CUELLAR;921169030;;;;;;
Restaurante;2;HOTEL DE LA VILLA;CALZADA, S/N;40172;Segovia;Pedraza;PEDRAZA;PEDRAZA;921508651;;;921508653;;;
Restaurante / Bar;2;CANTESPINO;PLAZA MAYOR, 7;40516;Segovia;Fresno de Cantespino;FRESNO DE CANTESPINO;FRESNO DE CANTESPINO;679809745;;;;;;
Restaurante / Bar;1;DOS JJ;PZA. COSTANA, S/N;40196;Segovia;Lastrilla (La);LASTRILLA (LA);LASTRILLA (LA);921440725;;;;;;
Restaurante / Bar;1;LA BERROCOSA;CTRA. DEL PUERTO 56;40164;Segovia;Arcones;ARCONES;ARCONES;921504192;921504145;;921504136;;;
Restaurante;2;LA PORTADA DE MEDIODIA;Calle  SAN NICOLAS DE BARI, S/N;40160;Segovia;Torrecaballeros;TORRECABALLEROS;TORRECABALLEROS;921401011;921401090;;921401088;;;
Restaurante / Bar;1;LOS ARCOS;Plaza  ESPAÑA, S/N;40312;Segovia;Duruelo;DURUELO;DURUELO;921545063;;;;;;
Restaurante / Bar;1;CARDENAL CISNEROS;CTRA. NAL. I, KM. 117,400;40560;Segovia;Boceguillas;BOCEGUILLAS;BOCEGUILLAS;921543046;;;921543082;;;
Restaurante / Bar;1;CHIRINGUITO DE RUFINO;Paraje  LAS VENCIAS;40357;Segovia;Fuentidueña;FUENTIDUEÑA;FUENTIDUEÑA;921533479;;;;;;
Restaurante;2;FIGON LA IMPRENTA;Plaza  DE ESPAÑA, 15;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540291;921540511;;;;;
Restaurante / Bar;2;EL CASERON;PLAZA MAYOR, Nº 7;40389;Segovia;San Pedro de Gaíllos;SAN PEDRO DE GAILLOS;SAN PEDRO DE GAILLOS;921531178;659732835;;;;;
Restaurante / Bar;2;EL FOGON DE RIAZA;Calle RICARDO PROVENCIO  22;40500;Segovia;Riaza;RIAZA;RIAZA;921551018;;;;;;
Restaurante / Bar;1;EL JARDIN;Calle LAS HUERTAS, 40;40195;Segovia;Segovia;HONTORIA;HONTORIA;921431742;;;;;;
Restaurante;2;VILLENA;PLAZA MAYOR, 10;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921461742;921460966;;;;;
Restaurante / Bar;1;MIRADOR DE LOS TEMPLARIOS;PLAZA SAN MIGUEL, 1;40554;Segovia;Maderuelo;MADERUELO;MADERUELO;921556025;921556071;651804223;;gadeacastro@gmail.com;;
Restaurante;1;RINCON DE LA PLAZA;PLAZA MAYOR, 17, 2ª planta;40520;Segovia;Ayllón;AYLLON;AYLLON;921553223;686288341;;;;;
Restaurante / Bar;1;LA TABERNA DE NANDO;C/ MAYO, 1;40161;Segovia;Navafría;NAVAFRIA;NAVAFRIA;626204124;626204124;;;;;
Restaurante / Bar;1;EL FRONTON;Calle FRONTON, 12;40320;Segovia;Cantalejo;CANTALEJO;CANTALEJO;921520070;;;;;;
Restaurante / Bar;1;EL OLMO;Calle EL  OLMO;40530;Segovia;Barbolla;BARBOLLA;BARBOLLA;921543717;;;;;;
Restaurante / Bar;1;CASA DE COMIDAS RINTHIN;Calle MAESTRO JOSE COSTA, 3;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;SAN ILDEFONSO O LA GRANJA;921470875;;;;;;
Restaurante / Bar;2;CHAPLIN;Calle AVILA, 6;40200;Segovia;Cuéllar;CUELLAR;CUELLAR;921142090;;;;;;
Restaurante / Bar;1;EL MESON DE FELIX;CTRA. RIAZA, 25;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921439253;921462654;;;www.rutacastilla.com;;
Restaurante / Bar;2;PEÑAS;C/ CANTARRANAS, 11;40173;Segovia;Pedraza;VELILLA (LA);VELILLA (LA);921509949;;;;;;
Restaurante / Bar;1;ERMITA DE HONTANARES;PARQUE RECREATIVO HONTANARES;40500;Segovia;Riaza;RIAZA;*DISEMINADO*;609625609;;;;;;
Restaurante;1;TELEPIZZA II;C/ FERNAN GARCIA,1;40001;Segovia;Segovia;SEGOVIA;SEGOVIA;921412094;921412095;;;;www.telepìzza.es;
Restaurante / Bar;3;FLORIDA;CTRA. C.L. 601, KM. 54;40200;Segovia;Cuéllar;CUELLAR;*DISEMINADO*;921140368;921140275;;921140368;info@restaurantehotelflorida.es;;
Restaurante;1;RUFO;C/ OLMA, 36;40532;Segovia;Navares de Enmedio;NAVARES DE ENMEDIO;;608112380;;;;;;
Restaurante / Bar;1;EL CHORRILLO;C/REAL, Nº 99;40194;Segovia;Palazuelos de Eresma;PALAZUELOS DE ERESMA;;921449534;;;;;;
Restaurante;2;DORADO;Calle VICENTE TUTOR 4;42001;Soria;Soria;SORIA;SORIA;975220072;;;;;;
Restaurante / Bar;1;EL PUERTO;Calle CABALLEROS 12;42200;Soria;Almazán;ALMAZAN;ALMAZAN;975310611;;;;;;
Restaurante;2;LA PERDIZ;UNIVERSIDAD, 33;42300;Soria;Burgo de Osma-Ciudad de Osma;BURGO DE OSMA (EL);;975340309;975360489;;;;;
Restaurante / Cafetería;2;ESTERAS DE MEDINACELI;CTRA. N-II, KM. 141;42230;Soria;Medinaceli;ESTERAS DE MEDINACELI;;975326007;;;;;;
Restaurante / Cafetería;3;DUQUE DE MEDINACELI;AVENIDA DE MADRID, 29;42240;Soria;Medinaceli;MEDINACELI;CENTRO;975326111;;;975326472;info@hotelduquemedinaceli.com;www.hotelduquemedinaceli.com;
Restaurante / Bar;2;ANTONIO;AVDA. DE SORIA, 13;42200;Soria;Almazán;ALMAZAN;ALMAZAN;975300711;;;;hotel@hoteantonio.net;;
Restaurante / Bar;2;SAN ANDRES;EDUARDO SAAVEDRA, 24;42004;Soria;Soria;SORIA;SORIA;975221362;610497585;;;reservas@hostalensoria.com;;
Restaurante;2;PALAFOX;VICENTE TUTOR, 2;42001;Soria;Soria;SORIA;;975220076;975224927;;;;;
Restaurante / Bar;2;ASADOR PICO FRENTES;CARRETERA SAGUNTO - BURGOS, 2;42190;Soria;Soria;TOLEDILLO;TOLEDILLO;975270496;606352103;;;asadorpicofrentes@hotmail.com;;
Restaurante;2;CALASANZ;CTRA. SAGUNTO-BURGOS, KM. 319;42131;Soria;Almenar de Soria;CASTEJON DEL CAMPO;;975390102;;;;;;
Restaurante;2;MESON DE LA TOBA;LA FABRICA, 2;42190;Soria;Golmayo;FUENTETOBA;;975272003;;;;;;
Restaurante / Bar;2;MESON CASTELLANO;MAYOR, PLAZA, 2;42002;Soria;Soria;SORIA;SORIA;975213045;975228930;;;;;
Restaurante / Bar;1;NUMANCIA;RAMON BENITO ACEÑA, 16;42162;Soria;Garray;GARRAY;GARRAY;608438921;;;;;;
Restaurante / Bar;1;TU Y YO;ZARAGOZA, 1;42004;Soria;Soria;SORIA;SORIA;975220529;;;;;;
Restaurante;2;CASA AUGUSTO-MESON ISABEL;PLAZA MAYOR, 5;42002;Soria;Soria;SORIA;SORIA;975213041;975211944;;;;;
Restaurante / Bar;2;VENTA NUEVA;CTRA. N-122, KM. 185;42193;Soria;Calatañazor;ALDEHUELA DE CALATAÑAZOR;;975183477;975183251;;975183294;;;
Restaurante / Bar;1;NEVADA;Calle CENTRO 13;42157;Soria;Covaleda;COVALEDA;COVALEDA;975370225;;;;;;
Restaurante / Bar;1;LA PISCINA DE SAN LEONARDO;CTRA. NACIONAL 234;42140;Soria;San Leonardo de Yagüe;SAN LEONARDO DE YAGÜE;SAN LEONARDO DE YAGÜE;682287799;975376471;;;;;
Restaurante / Bar;2;POLIDEPORTIVO;CTRA. SORIA, S/N;42294;Soria;Tardelcuende;TARDELCUENDE;TARDELCUENDE;975308048;;;;;;
Restaurante / Bar;2;A GUSTO;Calle CONDES DE GOMARA, 6;42002;Soria;Soria;SORIA;SORIA;633016603;;;;lazaropitillaseduardo@gmail.com;;
Restaurante / Bar;2;LA LOBITA;CTRA. BURGOS-SORIA;42149;Soria;Navaleno;NAVALENO;NAVALENO;975374028;;;;restaurante@lalobita.es;;
Restaurante / Bar;2;EL CAMPO;CTRA. N-II, KM. 177;42260;Soria;Santa María de Huerta;SANTA MARIA DE HUERTA;SANTA MARIA DE HUERTA;975327051;;;;;;
Restaurante / Bar;1;LAS PISCINAS DE BAYUBAS DE ABAJO;PUENTE ULLAN S/N;42366;Soria;Bayubas de Abajo;BAYUBAS DE ABAJO;BAYUBAS DE ABAJO;975365123;619827975;;;;;
Restaurante / Bar;2;CASA GARRIDO;VICENTE TUTOR, 8;42001;Soria;Soria;SORIA;;975222068;;;;;;
